Res_geo_unit,Share_Distance_2_3_Wheel,Share_Distance_Bike,Share_Distance_Car,Share_Distance_Foot,Share_Distance_Transit,Daily_Distance_Person,Daily_Distance_Person_Car,CarOwnership_HH
101,,0.012781609878987896,0.48986020198084507,0.12346663761815262,0.37389155052201445,12.189,5.971,0.461
102,,0.03018007159947844,0.4975076307785963,0.13354482917340488,0.33876746844852046,12.884,6.41,0.547
103,0.006108412379834129,0.031051091655699907,0.2827431468825234,0.16855794159412352,0.511539407487819,11.132,3.148,0.427
104,,0.03670849262818316,0.2976245655676079,0.13005551333147342,0.5356114284727356,11.763,3.501,0.455
105,0.027857020118207104,0.036136447763585745,0.2852327695753554,0.14586997079985917,0.5049037917429926,11.59,3.306,0.544
106,,0.011188720381747298,0.5693778488740766,0.13064832000558377,0.2887851107385924,9.203,5.24,0.712
107,0.008156603335355096,0.018242685566278345,0.5508314995329925,0.10099184376359245,0.3217773678017816,10.871,5.988,0.665
108,0.008931816975455167,0.0006910298255820267,0.6353795307256124,0.04227666499048205,0.3127209574828683,15.302,9.722,0.839
109,0.014382729599022355,,0.46781075465538874,0.08017497609445808,0.4376315396511309,13.174,6.163,0.566
110,0.014591537704472777,0.03583437347643058,0.40774059610512864,0.07866641684996334,0.4631670758640047,14.063,5.734,0.574
111,0.016191958174297263,0.007688768288755879,0.5699567522476151,0.04996083034711695,0.35620169094221477,14.121,8.049,0.727
112,0.0036720366418657585,0.03995119950510933,0.5267912430732189,0.13557084877191544,0.2940146720078907,14.491,7.634,0.467
113,0.008451266413492862,0.010209695893508973,0.36787002794521356,0.1097730662524431,0.5036959434953415,10.557,3.883,0.558
114,0.012794020385579691,0.003661477091563337,0.7063294892303241,0.052159650208654484,0.22505536308387836,17.143,12.109,0.828
115,0.012459570159042092,0.011438338931857169,0.7153543673544194,0.05179497032652988,0.2089527532281514,13.77,9.851,0.773
116,,0.022664257861393495,0.3694504426250912,0.1278579314066118,0.4800273681069035,10.789,3.986,0.539
117,0.0023620419302391887,0.005716285811616216,0.5047376333287912,0.12766780351551577,0.35951623541383765,13.001,6.562,0.528
118,0.03014321079018015,0.032208842358273156,0.5015045489136617,0.11569799088326968,0.3204454070546153,11.141,5.587,0.64
119,,0.020973057387090915,0.43433022039975816,0.10950411787947736,0.4351926043336736,12.24,5.316,0.63
120,,0.028587550928630495,0.4675638937249019,0.0862358609679486,0.41761269437851906,13.016,6.086,0.595
121,,0.010605572344257094,0.229830838060361,0.10101914787430356,0.6585444417210782,10.283,2.363,0.554
122,0.013069878295650272,0.02666510542409502,0.4510595286844903,0.07067318733111232,0.43853230026465206,12.984,5.856,0.729
123,0.024170377059801854,0.02152313228868251,0.4166258113222283,0.10706483135879438,0.430615847970493,10.331,4.304,0.673
124,0.01569711763642555,0.030772746550734722,0.49808854167915,0.11372673437400653,0.3417148597596832,12.8,6.375,0.722
125,0.031164265270538994,0.004929075412415983,0.3035820593596307,0.1468815463912219,0.5134430535661925,10.395,3.156,0.653
126,0.030938171851018558,0.025143028284727878,0.49403498113110655,0.12522943064099856,0.3246543880921484,9.796,4.84,0.619
